,name,alcohol_impaired_driving_deaths,high_school_graduation,unemployment,median_household_income,children_in_single_parent_households,social_associations,drug_overdose_deaths,disconnected_youth,homicides,suicides,population,population_density,below_18_years_of_age,X65_and_older,non_hispanic_black,american_indian_or_alaska_native,hispanic,female,excessive_drinking,adult_smoking
1,Autauga County,0.290909091,0.87,0.022695883,70148,0.227025064,12.69142906,9.350764717,0.072425052,6.616163287,17.4574792,59759,100.5273687,0.232283003,0.164109172,0.210110611,0.004718955,0.033819174,0.512960391,0.152378215,0.169
2,Baldwin County,0.361445783,0.886517139,0.023500472,71704,0.190512873,9.653397076,25.72942188,0.082482759,3.388202669,18.79012618,246435,155.0039734,0.208038631,0.219287033,0.082248869,0.008107615,0.050362165,0.512390691,0.164225636,0.15
3,Barbour County,0.314285714,0.8544098,0.040650407,41151,0.506604507,8.412113443,,,13.00581303,13.42681003,24706,27.9161324,0.203634745,0.206225209,0.471950134,0.007245204,0.050999757,0.471221566,0.122771979,0.25
4,Bibb County,0.153846154,0.88,0.02509741,54309,0.307133704,8.897984607,22.3857209,,9.535858005,17.05022054,22005,35.35112726,0.197455124,0.178050443,0.207361963,0.005725971,0.031765508,0.464894342,0.14785821,0.22
5,Blount County,0.130952381,0.979196278,0.022251512,60553,0.229694775,7.621822124,21.1735891,0.097330179,5.911679508,22.21925155,59512,92.28231301,0.227046646,0.190902675,0.017273827,0.006334857,0.100702379,0.502906977,0.149461148,0.196
6,Bullock County,0.269230769,0.825,0.028107159,35798,0.630464795,5.813953488,,,19.47094657,,10202,16.38046588,0.211037052,0.177808273,0.673397373,0.0093119,0.093511076,0.445892962,0.115288295,0.257
7,Butler County,0.283333333,0.8,0.034189005,41852,0.392772792,9.002330015,17.29026904,,17.4554341,11.88373813,18650,24.00756316,0.223967828,0.21538874,0.441876676,0.004718499,0.018284182,0.530080429,0.128211314,0.211
8,Calhoun County,0.104761905,0.919712644,0.030320763,52772,0.327191582,13.6239782,23.32048763,0.081869765,10.47013394,21.95714444,115788,191.1039373,0.211179051,0.186038277,0.220264622,0.005345977,0.043450099,0.513585173,0.135399058,0.208
9,Chambers County,0.25,0.865017241,0.025732756,45563,0.253272069,17.66017197,14.90164912,0.174021649,11.01909694,18.7018031,34088,57.14148642,0.207199014,0.207257686,0.392748181,0.004195025,0.0359364,0.523204647,0.128128424,0.203
10,Cherokee County,0.111111111,0.92,0.023426813,52613,0.292916401,9.201472236,20.64889141,,8.289170475,23.14907864,25302,45.71074644,0.186388428,0.244328512,0.039878271,0.008102126,0.020828393,0.496205834,0.143572902,0.222
11,Chilton County,0.229508197,0.89,0.022698115,61823,0.194818556,15.46141273,20.13437833,,5.157912722,16.19326166,45884,66.22628053,0.235703077,0.175398832,0.097245227,0.006320286,0.08473542,0.508347136,0.151319513,0.217
12,Choctaw County,0.428571429,0.925,0.038389949,44458,0.385985748,21.54312615,,,,,12439,13.61716935,0.197925878,0.245035775,0.407749819,0.002331377,0.012460809,0.524399067,0.11891855,0.223
13,Clarke County,0.341463415,0.925,0.050038991,44906,0.414037855,16.69595782,,0.225860621,10.79505586,17.68116555,22515,18.18041773,0.215767266,0.210037753,0.448678659,0.006351321,0.015944926,0.524317122,0.122903427,0.215
14,Clay County,0.476190476,0.825,0.022675367,49599,0.203092784,11.27554616,,,,29.34320915,14198,23.50808607,0.208691365,0.214114664,0.135582476,0.006198056,0.03183547,0.509226652,0.136978811,0.212
15,Cleburne County,0.24137931,0.975,0.024100309,49248,0.232443413,8.607561412,,,9.541165358,19.06098459,15346,27.39841229,0.228984752,0.19399192,0.028671967,0.004431122,0.026130588,0.501368435,0.145689917,0.207
16,Coffee County,0.274509804,0.920036232,0.025373895,62429,0.321451204,12.36755639,12.5198753,0.12138522,7.104485116,14.97281065,54805,80.71593798,0.237076909,0.173980476,0.163725937,0.01437825,0.090539184,0.502399416,0.146150782,0.185
17,Colbert County,0.310344828,0.914035917,0.030282694,54593,0.328012703,15.83324634,17.24896804,,4.922815436,18.43937606,58033,97.87109657,0.210638775,0.206520428,0.155032482,0.006858167,0.03522134,0.517722675,0.146715057,0.193
18,Conecuh County,0.125,0.925,0.035360679,36106,0.52660473,7.062146893,,,18.81047273,,11206,13.17919824,0.201945386,0.246564341,0.444583259,0.006692843,0.033374978,0.518293771,0.118530764,0.225
19,Coosa County,0.318181818,,0.025342005,49485,0.349819059,9.56937799,,,17.44100246,,10166,15.61815497,0.165945308,0.259492426,0.283297265,0.008066103,0.028034625,0.49695062,0.133543229,0.199
20,Covington County,0.195652174,0.950188917,0.026333157,46958,0.335198249,12.25882102,17.93673713,,6.133229068,19.8489984,37602,36.48658382,0.219722355,0.224775278,0.124993351,0.007978299,0.02143503,0.513802457,0.134685166,0.218
21,Crenshaw County,0.315789474,0.875,0.026267358,49161,0.271854305,11.46526026,,0.190713101,,,13025,21.39226737,0.232015355,0.198234165,0.230019194,0.007754319,0.028637236,0.510633397,0.137033018,0.209
22,Cullman County,0.245614035,0.954983203,0.020642144,61774,0.195998575,9.721104854,24.82746849,0.096505073,3.908560087,21.58067114,90665,123.3975176,0.221518778,0.191099101,0.012551701,0.006728065,0.047989853,0.500755529,0.157677892,0.189
23,Dale County,0.255319149,0.942913044,0.026220787,50567,0.295310854,10.13335495,12.88371431,0.108021878,6.387067929,22.94617021,49544,88.29593034,0.232217827,0.181596157,0.20902632,0.009062651,0.073348942,0.509607622,0.151701998,0.203
24,Dallas County,0.303571429,0.797559367,0.050476398,35258,0.578935649,13.82280231,9.016075663,0.174634146,38.57895889,14.06111183,36767,37.56572507,0.233796611,0.204449642,0.703701689,0.003127805,0.01218484,0.533032339,0.112020941,0.221
25,DeKalb County,0.218390805,0.932545235,0.023438002,50037,0.210440362,8.772784872,24.18784654,0.106398627,3.799878404,23.5352894,71998,92.65233362,0.236728798,0.180616128,0.014680963,0.021042251,0.159921109,0.500055557,0.141800813,0.222
26,Elmore County,0.333333333,0.894741936,0.02194382,71463,0.250052477,10.07793604,11.08160414,0.140545334,8.800659877,18.3349572,89563,144.803056,0.214307247,0.167345891,0.218259773,0.00482342,0.031798846,0.512153456,0.153994567,0.168
27,Escambia County,0.306122449,0.889913044,0.031058956,47792,0.393975759,13.89683643,44.70272687,0.262699565,13.88219416,24.05743978,36666,38.78326048,0.226040474,0.188076147,0.304287351,0.037800687,0.026536846,0.49915453,0.13007324,0.244
28,Etowah County,0.16091954,0.911589184,0.030274482,55487,0.331219424,14.92797736,22.09219593,0.056770488,6.957218671,19.79111485,103088,192.6498771,0.214137436,0.199295747,0.151142713,0.007052227,0.047735915,0.513221714,0.140602358,0.194
29,Fayette County,0.272727273,0.975,0.027309968,49205,0.279103609,8.050532574,41.07535274,,,22.37484072,16118,25.67853947,0.211688795,0.220250651,0.110559623,0.004715225,0.020349919,0.507693262,0.136340059,0.227
30,Franklin County,0.157894737,0.954480089,0.023480948,49611,0.300783224,7.809327461,18.97093232,,4.975934571,13.2578134,31932,50.36919688,0.245302518,0.176124264,0.038362771,0.018163598,0.192189653,0.500062633,0.140618638,0.218
31,Geneva County,0.275,0.956960784,0.023963788,51585,0.195749057,8.9884274,16.37630223,,5.390574042,19.25135747,26783,46.62091434,0.21872083,0.211701452,0.089235709,0.012731957,0.048986297,0.508008812,0.134521264,0.222
32,Greene County,0.380952381,0.825,0.04379562,35449,0.659787736,7.864726701,,,,,7422,11.4709975,0.218404743,0.251010509,0.790083535,0.005119914,0.021827001,0.535435193,0.094438469,0.267
33,Hale County,0.47826087,0.925,0.038919644,44702,0.491289199,6.777822963,,,17.36898478,13.77170021,14595,22.66339235,0.238643371,0.202603631,0.569099007,0.003288798,0.016169921,0.524563207,0.115809842,0.229
34,Henry County,0.307692308,0.975,0.027080675,56702,0.308152794,13.17372129,,,8.289949266,24.7775051,17655,31.42063348,0.202832059,0.236590201,0.24038516,0.005607477,0.026961201,0.51396205,0.134065572,0.195
35,Houston County,0.231707317,0.894076246,0.025916667,56842,0.331350997,11.07409407,12.50312578,0.073272438,8.952587908,18.22912731,108079,186.3990494,0.225640504,0.188093894,0.272966996,0.005921594,0.038952988,0.51970318,0.138883514,0.196
36,Jackson County,0.215384615,0.941410488,0.025145568,51965,0.270479705,8.337596877,,0.105557949,4.942570082,18.79309199,52891,49.06334907,0.204269157,0.210300429,0.033068008,0.015238888,0.034826341,0.506210887,0.140006196,0.216
37,Jefferson County,0.129979036,0.907802305,0.025818924,61996,0.359029171,13.91093408,40.77235352,0.073514906,24.71797269,14.06350712,665409,598.6368756,0.225005974,0.170983561,0.433588966,0.002892958,0.044004515,0.525240867,0.147204023,0.164
38,Lamar County,0.173913044,0.925,0.027078966,51523,0.182088566,8.766162612,,,,,13705,22.65864976,0.217657789,0.225465159,0.100912076,0.00445093,0.021160161,0.505508938,0.138115446,0.217
39,Lauderdale County,0.144736842,0.961463415,0.026351965,59023,0.261082389,13.92979807,12.49375312,0.036624848,6.307896101,13.25268082,95878,143.5267552,0.191973133,0.207805753,0.099814347,0.005016792,0.03188427,0.518210643,0.153311848,0.185
40,Lawrence County,0.2,0.92,0.024089028,55516,0.199944228,10.27500756,,,6.054420592,25.02315592,33214,48.0885332,0.216535196,0.191515626,0.100560005,0.057716626,0.028481965,0.50978503,0.143979373,0.218
41,Lee County,0.284210526,0.9054781,0.023544661,59637,0.250472875,8.182013114,10.42094728,,8.694744896,12.75433664,180773,297.5470717,0.205932302,0.136109928,0.227235262,0.003601202,0.040476177,0.506552417,0.162421428,0.159
42,Limestone County,0.282051282,0.893512304,0.020957898,83159,0.179471554,8.277760726,4.859716193,0.088330478,6.582296256,14.69685617,110900,196.8394215,0.217366997,0.15896303,0.14012624,0.008845807,0.066844004,0.496645627,0.15129531,0.168
43,Lowndes County,0.236842105,0.825,0.05191101,42268,0.533750559,6.021073758,,,47.00988632,,9777,13.65340531,0.217551396,0.205482254,0.723023422,0.003477549,0.018001432,0.519893628,0.106521094,0.233
44,Macon County,0.277777778,0.925,0.038031035,36601,0.539955428,6.880127018,,0.085201794,41.5001537,,18516,30.42066538,0.167584792,0.21521927,0.78764312,0.003402463,0.025491467,0.54352992,0.115894391,0.201
45,Madison County,0.322869955,0.925012742,0.021291867,80426,0.258108108,10.24769047,26.92639161,0.05240441,7.929772389,15.11381581,403565,503.4484971,0.212025324,0.159989097,0.247142344,0.007416401,0.055919121,0.506173727,0.139526854,0.138
46,Marengo County,0.21875,0.889872263,0.034161083,45587,0.492183908,14.21351864,,,14.84406312,15.58681839,18745,19.18828089,0.222566018,0.205974927,0.510696186,0.002827421,0.032862097,0.525046679,0.117110501,0.208
47,Marion County,0.333333333,0.90287037,0.024913094,47742,0.17519909,8.89010463,11.27929798,0.168627451,,21.92896973,29156,39.27563423,0.209630951,0.214912882,0.039717382,0.005179037,0.029256414,0.503875703,0.145534858,0.22
48,Marshall County,0.209302326,0.913031709,0.020521732,53388,0.265325128,9.060552999,23.63078441,0.076169963,5.048023031,16.72113818,99423,175.707127,0.254880661,0.173933597,0.026633676,0.011928829,0.160073625,0.504752422,0.149779747,0.196
49,Mobile County,0.331550802,0.877560917,0.032442073,54315,0.355845671,11.11183738,21.06539231,0.101208672,17.08698345,14.60379374,411411,334.6507953,0.230859165,0.174640445,0.364044714,0.009421236,0.031899974,0.521412894,0.151731878,0.189
50,Monroe County,0.192307692,0.925,0.040958904,47498,0.393505253,14.25081433,,,16.38930052,14.71361181,19404,18.91838999,0.209235209,0.219490827,0.41151309,0.013863121,0.018449804,0.521232736,0.125131124,0.233
51,Montgomery County,0.317919075,0.858939039,0.030760475,56862,0.450009344,14.02604712,11.93706074,0.08192156,24.11865875,10.93310008,226361,288.2277243,0.237072641,0.16366777,0.605280945,0.003194013,0.040545854,0.5296142,0.145134113,0.176
52,Morgan County,0.2,0.921786217,0.020914173,62260,0.255829757,11.15890934,19.5468436,0.073348822,10.71793492,22.28442059,124211,214.2792224,0.228127944,0.184838702,0.130624502,0.011255042,0.091400923,0.504440025,0.144540107,0.189
53,Perry County,0.625,0.975,0.052546221,33585,0.585379464,8.378216637,,,,,8035,11.16484269,0.209209708,0.214810205,0.688736777,0.003733665,0.015059116,0.531922838,0.106485287,0.265
54,Pickens County,0.2,0.975,0.032547845,45440,0.462612983,10.63773204,17.08700704,,,8.704100129,18697,21.21266178,0.188318982,0.196448628,0.389634701,0.002941648,0.060384019,0.490987859,0.125840484,0.22
55,Pike County,0.270833333,0.925,0.027365808,45144,0.44937833,9.396502076,,0.076113861,13.79262784,13.99949511,33014,49.12308331,0.190494942,0.158750833,0.377839704,0.006815291,0.024807657,0.521051675,0.137801345,0.197
56,Randolph County,0.53125,0.8984,0.024556335,49433,0.283553058,9.55022966,,,,24.50710106,22479,38.72015956,0.208817118,0.213666088,0.182748343,0.005160372,0.031051203,0.510876818,0.134499988,0.203
57,Russell County,0.151898734,0.88943662,0.026024971,45074,0.395874541,9.53645993,31.44294535,0.13529618,18.40138575,20.68550308,58555,91.32359374,0.24262659,0.155204509,0.4559474,0.006728717,0.061668517,0.523729827,0.13901765,0.202
58,St. Clair County,0.20212766,0.865469613,0.021983749,70361,0.203199922,8.194246776,34.79866227,0.101282618,5.120155653,19.70684122,93932,148.7276903,0.220446706,0.180694545,0.107066814,0.00388579,0.026519184,0.503438658,0.14816503,0.182
59,Shelby County,0.212389381,0.943999141,0.018319063,98263,0.168630758,9.695815815,21.17015399,0.040929559,3.763173583,13.72662104,230115,292.9759031,0.221832562,0.171940117,0.143045868,0.004254395,0.061212872,0.512378593,0.168420559,0.127
60,Sumter County,0.388888889,0.925,0.035240374,35152,0.59009987,9.865175929,,,22.64056964,,11853,13.11424807,0.192356366,0.197755842,0.693495318,0.001940437,0.015270396,0.539019658,0.112302285,0.23
61,Talladega County,0.220338983,0.930753425,0.03088389,55186,0.363371387,11.77567342,12.42302898,0.130275229,17.78267789,17.27192365,80704,109.5305976,0.203781721,0.194909794,0.323713818,0.003952716,0.025376685,0.511535983,0.134404161,0.213
62,Tallapoosa County,0.257142857,0.925,0.028534076,55270,0.400644468,13.16334739,16.45778988,0.119721578,8.090842573,18.33200475,40977,57.18830538,0.196232033,0.237865144,0.262317886,0.003904629,0.025477707,0.511555263,0.135062612,0.205
63,Tuscaloosa County,0.327777778,0.897276465,0.025291979,60875,0.316718054,9.603228094,19.62541723,0.041185113,8.209400782,12.51259853,236780,179.2636547,0.200561703,0.142043247,0.324909198,0.003365994,0.041473097,0.517890025,0.1649753,0.174
64,Walker County,0.198113208,0.885299026,0.027534418,51065,0.28278118,13.88503194,36.03471867,0.070234114,8.89853886,23.2479862,64339,81.33575038,0.223612428,0.1994902,0.060896191,0.005626447,0.032422015,0.512457452,0.1387769,0.214
65,Washington County,0.294117647,0.96,0.036405179,53785,0.263522013,17.82531194,,,13.167366,17.58556937,15122,13.99854175,0.214191245,0.209496098,0.227483137,0.077040074,0.018317683,0.508596747,0.131376958,0.228
66,Wilcox County,0.315789474,0.875,0.077927215,33682,0.664572864,6.701129619,,,30.90733176,,10059,11.32951985,0.220797296,0.223680286,0.684958743,0.002485337,0.015309673,0.53404911,0.1059171,0.254
67,Winston County,0.214285714,0.946280277,0.024437737,51149,0.235318704,8.878741756,14.12648858,0.142857143,7.838266417,18.46484426,23755,38.75216709,0.201768049,0.222058514,0.010818775,0.008924437,0.034476952,0.500947169,0.140178261,0.226
68,Aleutians East Borough,,,0.019720625,85852,0.261390887,0,,,,,3398,0.486454726,0.057092407,0.099470277,0.102118894,0.139199529,0.173631548,0.301648028,0.157183345,0.186
69,Aleutians West Census Area,,,0.030747126,112218,0.104529617,0,,,,,5122,1.165938931,0.096056228,0.075556423,0.08141351,0.090003905,0.157555642,0.291292464,0.195738673,0.155
70,Anchorage Borough,0.292929293,0.8190399,0.033302058,99162,0.224171343,11.76589003,30.46746122,0.100820304,9.43305391,21.44892579,287145,168.2274202,0.235100733,0.128489091,0.051298125,0.095415208,0.099448014,0.487443626,0.199542569,0.149
71,Bethel Census Area,0.5,0.606785714,0.088173653,59011,0.234498835,2.694401035,18.05706031,0.184343434,14.89191604,59.52133929,18257,0.449379427,0.351262529,0.086925563,0.009694912,0.848003506,0.022402366,0.47433861,0.18849642,0.354
72,Bristol Bay Borough,1,,0.042654028,96382,0.061349693,0,,,,,865,1.794678212,0.213872832,0.186127168,0.006936416,0.310982659,0.112138728,0.465895954,0.195106117,0.187
73,Chugach Census Area,,,0.028638914,91356,0.19380356,0,,,,,6874,0.721312759,0.223450684,0.165114926,0.012074484,0.128164097,0.062845505,0.461157987,0.204409298,0.154
74,Copper River Census Area,,,0.09252669,63837,0.339595376,0,,,,,2589,0.104851201,0.244882194,0.194669757,0.00811124,0.187331016,0.069524913,0.459250676,0.18391891,0.194
75,Denali Borough,0.166666667,0.825,0.063189569,90897,0.058823529,0,,,,,1585,0.125385168,0.176025237,0.138170347,0.034069401,0.065615142,0.052996845,0.45362776,0.199571651,0.169
76,Dillingham Census Area,0.5,,0.055855856,69716,0.336748634,0,,,,42.24937972,4723,0.257608905,0.311242854,0.120686005,0.008257464,0.725598137,0.035570612,0.477239043,0.207656283,0.291
77,Fairbanks North Star Borough,0.325581395,0.721796247,0.036774265,84166,0.171136542,9.310305148,18.049727,0.083229556,8.442466772,29.4034284,95356,13.0006321,0.234227526,0.125634465,0.047694954,0.08339276,0.086119384,0.460296153,0.220301176,0.16
78,Haines Borough,1,,0.066162571,70610,0.02866242,0,,,,,2056,0.877360458,0.170719844,0.261673152,0.006809339,0.105544747,0.041828794,0.477140078,0.176338164,0.197
79,Hoonah-Angoon Census Area,,,0.055955236,64181,0.196774194,0,,,,,2287,0.348880258,0.167031045,0.263226935,0.02055094,0.381722781,0.066899869,0.454744206,0.180038011,0.214
80,Juneau Borough,0.625,0.8,0.027779375,102097,0.157510272,14.38713915,27.14100798,0.168589744,5.327958016,21.13974924,31685,11.71771567,0.203597917,0.160675399,0.01306612,0.125043396,0.074609437,0.487707117,0.210296845,0.145
81,Kenai Peninsula Borough,0.289473684,0.79,0.045054633,76254,0.198605471,16.22969197,25.85882207,0.098904981,4.13018338,25.85152,60690,3.788998977,0.219937387,0.199785797,0.007760751,0.083621684,0.046399736,0.475745592,0.201084927,0.179
82,Ketchikan Gateway Borough,0.333333333,0.825,0.03787209,82648,0.206801786,14.54122437,26.56876479,,,23.57877817,13741,2.829152226,0.202823666,0.182010043,0.009970162,0.143148243,0.058001601,0.484389782,0.213057937,0.179
83,Kodiak Island Borough,0,0.825,0.04345646,83222,0.130185067,13.29475248,,,,22.9834981,12720,1.901493029,0.233569182,0.139622642,0.011949686,0.12413522,0.088522013,0.463836478,0.190360695,0.163
84,Kusilvak Census Area,1,0.7890625,0.129103815,41824,0.288740569,3.588516746,,0.290909091,26.00780234,118.5179626,8278,0.484743792,0.42099541,0.068494806,0.00398647,0.921116212,0.01763711,0.464242571,0.175428485,0.428
85,Lake and Peninsula Borough,0,,0.05799373,63038,0.28627451,0,,,,,1381,0.057947703,0.29326575,0.136133237,0.010861694,0.606806662,0.031136857,0.473569877,0.199561608,0.257
86,Matanuska-Susitna Borough,0.326086957,0.84,0.046113492,86313,0.168442218,8.221455288,24.60390747,0.100429185,6.410102321,26.74672062,113325,4.586707538,0.255574675,0.138186631,0.011744981,0.070143393,0.057745423,0.476629164,0.199178988,0.193
87,Nome Census Area,0.7,0.799675325,0.06863219,64480,0.292362769,4.054738976,,0.182258065,,83.05609843,9835,0.428177197,0.33726487,0.087442806,0.008439248,0.762480935,0.021555669,0.473614642,0.205389581,0.309
88,North Slope Borough,0,0.775,0.050185248,95795,0.327309237,2.734232592,,0.19038817,,30.6993811,10805,0.121645567,0.256362795,0.080981027,0.014067561,0.522628413,0.041092087,0.363905599,0.218804138,0.239
89,Northwest Arctic Borough,0,0.675,0.089702189,69234,0.284017279,6.613756614,,0.225469729,,77.35040859,7423,0.208141255,0.375724101,0.089316988,0.011181463,0.804122323,0.028694598,0.465714671,0.199373668,0.313
90,Petersburg Census Area,1,,0.058091286,76641,0.161716172,17.8784267,,,,,3360,1.158358767,0.207142857,0.218154762,0.01875,0.108928571,0.073511905,0.482440476,0.201724689,0.174
91,Prince of Wales-Hyder Census Area,0.285714286,,0.054957297,58381,0.224276527,8.727526619,,,,,5650,1.072569108,0.215221239,0.210265487,0.006371681,0.428318584,0.045840708,0.450088496,0.177256637,0.25
92,Sitka Borough,0,0.919117647,0.027599912,90345,0.217699115,11.89484953,,,,,8382,2.920498602,0.194225722,0.181340969,0.009902171,0.15473634,0.077547125,0.484251969,0.208490097,0.164
93,Skagway Municipality,,,0.067114094,73603,0.156097561,0,,,,,1081,2.491168412,0.145235893,0.198889917,0.019426457,0.061979649,0.068455134,0.474560592,0.212721581,0.171
94,Southeast Fairbanks Census Area,0.666666667,,0.05196802,74732,0.156606852,7.173601148,,,,32.33313697,7021,0.282750738,0.258367754,0.153254522,0.018231021,0.110240707,0.072639225,0.430565447,0.186561972,0.194
95,Wrangell City,,,0.050790068,67761,0.241525424,0,,,,,2070,0.80986118,0.187439614,0.292753623,0.005797101,0.169565217,0.040096618,0.469565217,0.175762623,0.219
96,Yakutat Borough,,,0.051282051,78552,0.00952381,0,,,,,700,0.091824088,0.195714286,0.204285714,0.021428571,0.352857143,0.07,0.417142857,0.188901027,0.215
97,Yukon-Koyukuk Census Area,0.166666667,0.671086667,0.0787135,47798,0.380330124,0,,,29.46454879,41.58555193,5179,0.035576029,0.27457038,0.175323422,0.007916586,0.683529639,0.027804596,0.459741263,0.182306035,0.298
98,Apache County,0.238410596,0.790075239,0.076787243,40632,0.406940786,3.04771193,26.74499128,0.189017205,17.29008132,43.66258589,65432,5.843023021,0.260484167,0.167196479,0.006311896,0.73357073,0.072258222,0.504753026,0.140730951,0.273
99,Cochise County,0.247933884,0.821963549,0.044101682,55254,0.278044902,7.933359778,29.51858353,0.067468374,3.170487293,24.11860382,125663,20.23638537,0.207801819,0.243890405,0.037433453,0.018732642,0.35865768,0.491393648,0.175802766,0.165
100,Coconino County,0.223175966,0.804427733,0.043334999,64016,0.266902296,9.651711111,24.82546768,0.046475428,6.3339245,29.40721212,144060,7.738357364,0.193377759,0.145994724,0.012231015,0.271060669,0.150478967,0.504019159,0.202183044,0.162
101,Gila County,0.152542373,0.738615242,0.041695247,51928,0.29320031,8.957062084,33.35186215,0.144729942,8.244351954,46.23230611,53922,11.33391851,0.189310486,0.307499722,0.006435221,0.177979303,0.193056637,0.501427989,0.17452482,0.204
102,Graham County,0.236363636,0.880848861,0.035933718,63797,0.246262006,4.09731114,29.03550872,0.124024285,3.732722162,15.88978449,38779,8.390314514,0.268289538,0.145336393,0.013048299,0.130225122,0.3352072,0.472033833,0.186132948,0.193
103,Greenlee County,0.4,0.953676471,0.02853546,76338,0.227887215,4.253509145,,,,28.44289505,9302,5.047639179,0.268329392,0.145237583,0.016125564,0.047624167,0.487852075,0.478499248,0.203612148,0.149
104,La Paz County,0.144444444,0.833219178,0.047046935,53925,0.353028065,6.094588006,33.90060343,,13.45952226,34.85136122,16506,3.670790486,0.15770023,0.417121047,0.009996365,0.175209015,0.276384345,0.488791954,0.136225479,0.197
105,Maricopa County,0.216498994,0.760706906,0.033397601,83668,0.241917537,5.341828071,33.44865598,0.078539549,6.19748188,15.66061864,4551524,494.6225048,0.223932907,0.162040231,0.05930607,0.029077294,0.320919103,0.501571122,0.181215465,0.14
106,Mohave County,0.214285714,0.758163729,0.045251689,54842,0.307814001,5.32862944,26.11736743,0.164386968,5.360238565,30.7049979,220816,16.56271081,0.161510036,0.323676726,0.011824324,0.030129157,0.181005905,0.493315702,0.154785661,0.198
107,Navajo County,0.188679245,0.768347518,0.051836344,49948,0.339100596,6.472671456,35.02595242,0.184579854,13.65610291,43.3071273,108650,10.92015353,0.251596871,0.200193281,0.008366314,0.434910262,0.122650713,0.49768983,0.162229164,0.219
108,Pima County,0.250353607,0.725263134,0.037972538,64007,0.27194434,6.169025598,37.58917938,0.074782821,6.732374457,20.3921662,1057597,115.0977824,0.196086978,0.212170609,0.036092198,0.043543996,0.384792128,0.505152719,0.17736554,0.151
109,Pinal County,0.170807453,0.796459896,0.038653429,76232,0.215313518,3.358862169,23.47158359,0.103761223,5.620748703,16.91631905,464154,86.48826062,0.217068042,0.211175601,0.052835912,0.062143168,0.317295553,0.48165695,0.178636263,0.172
110,Santa Cruz County,0.176470588,0.886907217,0.075342828,53467,0.249662511,4.38569012,29.03908945,,4.596179656,8.851149296,48759,39.44129255,0.253696753,0.195143461,0.005455403,0.015156176,0.82481183,0.510428844,0.175666731,0.148
111,Yavapai County,0.163636364,0.791782505,0.0346363,64187,0.220556802,7.719202652,35.67556419,0.068316025,2.95283583,30.65014079,246191,30.30814162,0.153031589,0.341657494,0.008127836,0.02184889,0.157138157,0.50643606,0.150178151,0.166
112,Yuma County,0.160839161,0.833961729,0.125494809,54209,0.30335042,4.444659162,25.52454506,0.107012013,3.950498887,14.34069189,207842,37.69460888,0.249559762,0.204588101,0.017118773,0.024355039,0.661257109,0.488914656,0.179126895,0.157
113,Arkansas County,0.352941177,0.883333333,0.032748288,52145,0.209062822,14.95036479,19.38322576,,12.09931115,15.63339652,16512,16.64280848,0.230256783,0.206274225,0.243459302,0.004602713,0.040515988,0.511264535,0.132646873,0.215
114,Ashley County,0.363636364,0.925,0.055022865,47253,0.292962357,15.52961337,19.07404196,,11.48361073,15.51432194,18354,19.83162158,0.223439032,0.218644437,0.233954451,0.008989866,0.064781519,0.512585812,0.122892092,0.257
115,Baxter County,0.357142857,0.905501223,0.035783249,48573,0.188257731,10.44039484,15.83305626,0.139905549,6.863253113,31.84409692,42435,76.60699623,0.177895605,0.308141864,0.004760222,0.008837045,0.028514198,0.511723813,0.13209616,0.229
116,Benton County,0.333333333,0.899913326,0.023833534,86374,0.193848996,8.342072648,12.99896589,0.072202629,2.515093179,16.33198649,302863,357.2623037,0.251902676,0.139204855,0.019830749,0.019345381,0.179668695,0.49706633,0.164942242,0.155
117,Boone County,0.2,0.936832947,0.02881228,53025,0.179318449,13.21702353,16.83099028,0.12345679,6.100490327,22.46935479,38284,64.91862374,0.225629506,0.209983283,0.005302476,0.009769094,0.032650716,0.505720405,0.143425818,0.214
118,Bradley County,0.263157895,0.89636076,0.049841192,44982,0.356528538,14.41199078,,,,23.62660494,10135,15.61231358,0.241144549,0.1975333,0.269758263,0.017464233,0.168524914,0.515836211,0.128630879,0.231
119,Calhoun County,0.166666667,,0.031197302,52535,0.176008969,12.6555579,,,,,4695,7.468972642,0.182747604,0.227476038,0.20170394,0.008306709,0.051757189,0.486900959,0.149252758,0.212
120,Carroll County,0.4,0.852919708,0.029477374,50433,0.147827481,13.71549147,21.15382355,,,23.24895427,28742,45.62746999,0.216408044,0.238431564,0.006958458,0.014369216,0.159800988,0.495790133,0.138875779,0.201
121,Chicot County,0.25,,0.062269836,38217,0.45328565,10.97913964,,,20.51787107,,9873,15.49976021,0.216246328,0.223842804,0.526587663,0.005773321,0.064114251,0.490327155,0.105706274,0.271
122,Clark County,0.365853659,0.867759563,0.045124238,50519,0.358226933,16.41574035,,,,14.32702281,21250,24.53892166,0.199576471,0.166682353,0.232470588,0.006635294,0.054023529,0.519576471,0.146604094,0.201
123,Clay County,0.304347826,0.969207317,0.039845758,46855,0.258954979,15.33101045,23.10749607,,,22.13267903,14265,22.31612915,0.215352261,0.214090431,0.009954434,0.006589555,0.024956187,0.504311251,0.137088574,0.241
124,Cleburne County,0.292682927,0.905889423,0.042399288,52662,0.193637328,14.39136518,,,7.97207496,18.42707792,25284,45.64235302,0.184859991,0.276103465,0.005537099,0.008266097,0.030533144,0.499802247,0.131116737,0.226
